method,path,module,auth_required,auth_mechanism,permission,allowed_roles,company_context,tenant_scoped,resource_ownership,platform_admin_behavior,repository_scope,side_effects,status,evidence
GET,/attendance/action-exceptions,statistics.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/attendance/by-employee,statistics.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/attendance/by-operation,statistics.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/attendance/by-service,statistics.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/attendance/workday-details,statistics.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/attendance/incident-details,statistics.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,company-scoped ID,synthetic_OWNER_on_company_routes,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
GET,/options,system-logs.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,N,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/,system-logs.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,N,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/:id/context,system-logs.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,N,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/:id,system-logs.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,N,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
POST,/whatsapp,twilio.routes.ts,N,TWILIO_SIGNATURE,TWILIO_OR_TOKEN,via company-permissions.ts role map,N,NO,token,N/A,N/A,HIGH,VERIFIED,Twilio signature or token-bound public
POST,/whatsapp/status,twilio.routes.ts,N,TWILIO_SIGNATURE,TWILIO_OR_TOKEN,via company-permissions.ts role map,N,NO,token,N/A,N/A,HIGH,VERIFIED,Twilio signature or token-bound public
GET,/,user-invitation.routes.ts,Y,AUTHENTICATED,per-route (see module),via company-permissions.ts role map,N,PARTIAL,company-scoped ID,N/A,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/,user-invitation.routes.ts,Y,AUTHENTICATED,per-route (see module),via company-permissions.ts role map,N,PARTIAL,company-scoped ID,N/A,COMPANY_ID,MEDIUM,VERIFIED,Deep-traced: permission + company-scoped repository
POST,/:invitationId/resend,user-invitation.routes.ts,Y,AUTHENTICATED,users:manage,via company-permissions.ts role map,N,PARTIAL,SERVICE_ENFORCED,N/A,SERVICE_ENFORCED,MEDIUM,PARTIAL,Repo findById unscoped; service checks companyId
POST,/:invitationId/revoke,user-invitation.routes.ts,Y,AUTHENTICATED,users:manage,via company-permissions.ts role map,N,PARTIAL,SERVICE_ENFORCED,N/A,SERVICE_ENFORCED,MEDIUM,PARTIAL,Repo findById unscoped; service checks companyId
GET,/preview,user-invitation.routes.ts,OPTIONAL,OPTIONAL_OR_NONE,TWILIO_OR_TOKEN,via company-permissions.ts role map,N,PARTIAL,token,N/A,N/A,MEDIUM,VERIFIED,Twilio signature or token-bound public
POST,/accept,user-invitation.routes.ts,OPTIONAL,OPTIONAL_OR_NONE,TWILIO_OR_TOKEN,via company-permissions.ts role map,N,PARTIAL,token,N/A,N/A,MEDIUM,VERIFIED,Twilio signature or token-bound public
POST,/decline,user-invitation.routes.ts,OPTIONAL,OPTIONAL_OR_NONE,TWILIO_OR_TOKEN,via company-permissions.ts role map,N,PARTIAL,token,N/A,N/A,MEDIUM,VERIFIED,Twilio signature or token-bound public
GET,/employee-lookups,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/conversations,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/conversations/:conversationId,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
POST,/conversations/:conversationId/reveal-phone,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/conversations/:conversationId/messages,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/conversations/:conversationId/provider-events,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/messages/:messageId,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/flows/:flowExecutionId,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/errors,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/errors/:errorCode,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/notifications/:notificationId,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/message-costs/summary,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/message-costs/by-company,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/message-costs/by-template,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/message-costs/detail,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
GET,/message-costs/export.csv,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
POST,/message-costs/resync,whatsapp-observability.routes.ts,Y,AUTHENTICATED,platform_admin,via company-permissions.ts role map,PLATFORM,PARTIAL,GLOBAL_BY_DESIGN,requirePlatformAdmin,GLOBAL_BY_DESIGN,MEDIUM,VERIFIED,requirePlatformAdmin; cross-tenant by design
POST,/assign-preview,work-team-assignment.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/assign,work-team-assignment.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/:batchId,work-team-assignment.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/recommendations/team,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/:workTeamId,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
PATCH,/:workTeamId,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/:workTeamId/activate,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/:workTeamId/deactivate,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/:workTeamId/members,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
POST,/:workTeamId/members,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
PUT,/:workTeamId/members,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
DELETE,/:workTeamId/members/:employeeId,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
GET,/:workTeamId/usage,work-team.routes.ts,Y,AUTHENTICATED+COMPANY_CONTEXT,per-route (see module),via company-permissions.ts role map,Y,YES,ASSUMED_COMPANY_CONTEXT,synthetic_OWNER_on_company_routes,ASSUMED_COMPANY_CONTEXT,MEDIUM,PARTIAL,Shared authenticate+resolveCompanyContext+requirePermission pattern; repo not call-traced this phase
